# Time	forces(pressure, viscous) moment(pressure, viscous)
0.094	(((167.84727 -1.1595734 -3.7378001e-16) (0 0 0)) ((0.057978672 8.3923637 2.3433623e-10) (0 0 0)))
0.0945	(((167.82735 -0.59922675 -3.7380948e-16) (0 0 0)) ((0.029961338 8.3913674 2.2896993e-10) (0 0 0)))
0.095	(((167.81733 -0.047770564 -3.7383505e-16) (0 0 0)) ((0.0023885282 8.3908667 2.1830712e-10) (0 0 0)))
0.0955	(((167.8202 0.45080689 -3.73831e-16) (0 0 0)) ((-0.022540344 8.3910098 2.0314106e-10) (0 0 0)))
0.096	(((167.83813 0.85753882 -3.7377945e-16) (0 0 0)) ((-0.042876941 8.3919065 1.8499736e-10) (0 0 0)))
0.0965	(((167.857 1.1410038 -3.7369767e-16) (0 0 0)) ((-0.057050189 8.39285 1.6958301e-10) (0 0 0)))
0.097	(((167.87242 1.2791473 -3.7362399e-16) (0 0 0)) ((-0.063957365 8.3936209 1.5557143e-10) (0 0 0)))
0.0975	(((167.88038 1.2620308 -3.7359015e-16) (0 0 0)) ((-0.063101538 8.3940188 1.4402969e-10) (0 0 0)))
0.098	(((167.87604 1.0918466 -3.7361854e-16) (0 0 0)) ((-0.054592331 8.3938019 1.3692406e-10) (0 0 0)))
0.0985	(((167.85846 0.78223094 -3.7371706e-16) (0 0 0)) ((-0.039111547 8.3929228 1.3489403e-10) (0 0 0)))
0.099	(((167.83099 0.35793573 -3.7387516e-16) (0 0 0)) ((-0.017896787 8.3915497 1.3747347e-10) (0 0 0)))
0.0995	(((167.79977 -0.14755505 -3.7406755e-16) (0 0 0)) ((0.0073777525 8.3899884 1.4357079e-10) (0 0 0)))
0.1	(((167.77312 -0.69461451 -3.7425915e-16) (0 0 0)) ((0.034730726 8.3886561 1.5181674e-10) (0 0 0)))
0.1005	(((167.75696 -1.2407058 -3.7441397e-16) (0 0 0)) ((0.062035289 8.3878479 1.6115998e-10) (0 0 0)))
0.101	(((167.75931 -1.741823 -3.7449664e-16) (0 0 0)) ((0.087091152 8.3879655 1.7052172e-10) (0 0 0)))
0.1015	(((167.78068 -2.1592325 -3.7448413e-16) (0 0 0)) ((0.10796163 8.3890342 1.7947083e-10) (0 0 0)))
0.102	(((167.81382 -2.4607786 -3.743801e-16) (0 0 0)) ((0.12303893 8.3906911 1.8984865e-10) (0 0 0)))
